Defect,Para01,Para02,Para03,Para04,Para05,Para06,Para07,Para08,Para09,Para10,Para11,Para12,Para13,Para14,Para15,Para16,Para17,Para18,Para19,Para20,Para21,Para22,Para23,Para24,Para25,Para26,Para27,Para28,Para29,Para30,Para31,Para32,Para33,Para34,Para35,Para36,Para37,Para38,Para39,Para40,Para41,Para42,Para43,Para44,Para45,Para46,Para47,Para48,Para49,Para50,Para51,Para52,Para53,Para54,Para55,Para56,Para57,Para58,Para59,Para60,Para61,Para62,Para63,Para64,Para65,Para66,Para67,Para68,Para69,Para70,Para71
OK,23.97,78.7,56.58,11.06,103.8,11.47,13.41,107.62,11.5,21.7,93.99,11.59,24.71,99.87,11.57,28.67,143.43,11.61,13.87,81.14,0.2203,19.82,95.63,-955.86,11.25,131.04,-148.564,16.69,94.77,0.066,29.98,127.26,0.071,18.4,121.11,0.098,16.48,106.72,0.123,23.18,94.89,0.064,26.97,82.62,0.531,12.18,127.79,0.222,25.02,76.77,0.452,27.63,107.88,0.2,14.63,68.5,0.254,22,64.89,23.18,15.92,102.63,23.22,26.6,49.28,23.31,10.18,103.14,23.18,16.47,22.48
OK,16.52,137.8,56.23,23.06,76.01,11.48,13.77,99.91,11.5,29.14,87.84,11.58,23.76,105.16,11.59,11.28,89.41,11.59,24.71,85.6,0.2203,29.88,93.3,-726.36,21.09,88.54,-199.746,29.8,108.48,0.059,21.91,87.47,0.071,12.26,96.17,0.049,16.99,86.61,0.155,23.49,89.49,0.046,10.8,81.65,0.459,10.74,98.69,0.19,16.15,116.71,0.326,19.57,102.27,0.21,13.68,100.39,0.267,26.81,84.51,23.16,20.76,111.63,23.22,25.76,96.71,23.32,23.03,130.25,23.16,15.21,22.46
OK,23.19,99.24,116.33,26.28,98.25,11.48,17.74,90.72,11.48,14.17,89.44,11.63,17.28,107.07,11.59,21.49,103.2,11.61,27.98,118.32,0.2202,13.18,123.36,-1029.11,26.17,97.85,-88.388,20.91,89.75,0.061,12.81,112.15,0.076,21.7,81.47,0.071,20.26,128.76,0.061,16.21,66.4,0.054,28.73,78.72,0.323,22.81,110.69,0.192,17.12,93.89,0.281,19.21,102.58,0.227,26.36,86.59,0.274,14.92,125.46,23.16,17.11,130.05,23.19,25.71,122.05,23.31,25.8,115.84,23.18,28.4,22.45
OK,26.11,138.32,116.37,16.93,123.56,11.48,29.24,118.93,11.47,14.6,78.65,11.61,21.31,96.43,11.61,11.62,93.18,11.61,16.26,110.37,0.2208,22.61,87.74,-913.75,17.84,85.07,-85.201,23.2,114.86,0.061,15.21,115.56,0.064,18.64,107.52,0.066,27.27,101.39,0.051,24.63,114.18,0.066,21.53,131.29,0.276,10.42,59.06,0.21,23.37,107.56,0.279,15.72,125.18,0.249,11.74,123.24,0.222,25.81,103.08,23.16,29.3,93.29,23.2,23.04,78.84,23.33,10.64,55.69,23.21,14.6,22.48
OK,18.28,106.29,56.42,17.17,75.47,11.48,15.01,67.06,11.5,23.57,108.1,11.59,19.53,118.57,11.59,25.6,108.11,11.61,22.07,126.63,0.2201,16.42,65.08,-701.33,20.64,97.45,-207.146,12.78,118.95,0.056,10.48,91.12,0.079,13.03,95.61,0.056,15.44,115.41,0.101,16.33,98.48,0.084,10.21,113.11,0.613,26.24,90.03,0.173,28.3,96.2,0.459,19.85,93.55,0.197,23.59,111.92,0.271,25.45,103.58,23.18,19.7,135.82,23.22,19.88,98.73,23.33,25.43,83.77,23.18,20.47,22.47
OK,27.79,105.88,57.66,14.51,115.67,11.46,23.69,94.1,11.5,17.22,110.98,11.59,20.09,109.9,11.65,13.95,107.72,11.61,17.85,98.17,0.2201,23.19,116.54,-860.64,17.73,78.02,-142.55,16.3,113.64,0.056,18.31,123.58,0.064,14.41,101.65,0.086,10.28,117.68,0.131,15.61,123.09,0.076,14.8,100.75,0.477,19.51,108.4,0.178,17.46,75.57,0.375,17.4,68.84,0.217,10.43,114.55,0.237,19.43,137.65,23.19,13.95,118.77,23.21,25.43,123.28,23.33,25.56,78.56,23.17,27.91,22.49
OK,17.35,64.58,56.39,23.58,119.15,11.49,29.2,113.9,11.5,15.72,98.18,11.61,26.71,114.03,11.59,29.71,130.54,11.58,23.45,96.42,0.2202,29.87,78.44,-773.36,18.98,149.77,-138.902,14.92,121.47,0.059,13.24,85.46,0.059,20.47,76.7,0.064,21.98,90.5,0.118,18.3,99.44,0.086,13.6,115.47,0.642,18.92,66.34,0.212,28.4,74.56,0.385,13.38,122.55,0.217,17.25,100.81,0.229,13.9,89.56,23.14,12.3,104.75,23.19,15.14,94.96,23.34,24.46,95.66,23.18,10.66,22.5
OK,14.49,90.68,56.41,10.79,118.61,11.5,22.57,103.65,11.48,19.47,109.44,11.58,26.47,103.99,11.57,25.64,115.82,11.57,28.64,92.62,0.2205,27.37,96.49,-662.27,18.58,110.33,-170.815,11.63,103.86,0.066,10.52,89.38,0.076,12.89,116.68,0.054,24.58,109.25,0.118,17.11,111.84,0.046,20.19,112.62,0.496,17.11,94.75,0.215,17.51,108.55,0.309,19.33,86.81,0.21,13.21,153.36,0.259,24.09,99.13,23.17,11.93,91.23,23.2,26.83,112.52,23.34,14.33,99.45,23.2,26.04,22.51
OK,17.35,77.08,56.22,13.91,125.85,11.49,26.52,104.55,11.48,16.82,102.41,11.59,27.89,107.03,11.57,10.67,96.73,11.57,12.75,72.49,0.2202,15.78,99.48,-691.57,13.14,132.81,-179.191,10.39,154.69,0.054,29.69,114.73,0.076,28.02,76.11,0.059,16.62,88.16,0.113,19.42,104.05,0.064,10.23,102.51,0.529,16.8,118.15,0.173,15.97,69.7,0.467,17.92,79.7,0.207,18.89,126.48,0.225,28.58,119.58,23.14,16.22,90.22,23.2,11.18,110.23,23.34,28.48,73.21,23.22,12.93,22.5
OK,12.47,49.35,57.53,10.07,113.67,11.48,24.65,103.99,11.5,28.56,113.45,11.61,11.6,60.63,11.59,16.77,121.59,11.58,23.72,80.71,0.2205,19.64,95.12,-1046.81,16.02,96.52,-158.019,23.93,87.99,0.056,13.15,81.43,0.069,14.53,109.74,0.096,21.91,107.32,0.143,25.66,125.1,0.056,17.37,108.07,0.506,15.05,107.05,0.225,14.25,72.7,0.41,26.53,110.14,0.175,20.09,107.78,0.225,11.51,89.55,23.15,15.55,121.98,23.23,29.83,86.41,23.32,18.84,106.51,23.17,14.13,22.45
OK,27.38,123.36,56.4,27.29,123.1,11.48,24.11,52.31,11.5,20.69,63.02,11.59,16.59,102.05,11.61,11.82,116.15,11.59,16.17,88.12,0.2204,20.32,127.47,-617.1,12.85,69.44,-169.632,20.11,72.08,0.059,23.88,81.69,0.071,17.72,99.54,0.084,15.17,113.11,0.116,12.69,93.44,0.089,27.32,146.35,0.558,27.82,128.37,0.145,13.64,91.96,0.42,23.14,118.26,0.192,11.39,84.65,0.234,17.87,114.47,23.19,28.85,89.9,23.23,29.27,95.47,23.34,17.02,102.29,23.18,27.78,22.47
OK,22.28,106.19,56.46,18.59,89.17,11.49,19.85,134.54,11.5,24.39,65.04,11.57,19.42,110.1,11.61,29.52,63.43,11.59,27.08,116.76,0.2204,11.75,114.77,-1069.4,27.4,126.73,-100.463,15.34,76.41,0.061,18.26,120.44,0.084,10.64,100.01,0.081,21.99,116.62,0.126,23.4,119.21,0.051,18.17,94.06,0.506,10.13,95.01,0.244,10.58,104.12,0.42,25.34,79.67,0.195,20.29,80.71,0.217,21.2,101.8,23.17,10.67,116.87,23.25,13.3,102.11,23.36,22.58,90.59,23.18,23.82,22.45
OK,28.09,77.88,56.19,16.39,79.04,11.48,17.11,124.56,11.48,23.94,116.75,11.58,14.64,87.55,11.57,10.38,104.51,11.59,10.36,101.23,0.2201,26.31,125.99,-1067.57,18.45,77.83,-126.878,11.79,60.3,0.059,11.21,59.82,0.079,27.36,65.29,0.091,19.85,132.71,0.145,23.54,106.29,0.046,11.51,98.64,0.531,22.73,91.93,0.192,16.14,86.27,0.44,14.65,83.46,0.205,29.61,89.52,0.252,22.03,104.54,23.14,15.25,102.11,23.23,29.19,145.08,23.35,26.95,93.29,23.19,18.88,22.47
OK,12.47,88.06,56.01,14.52,120.35,11.48,15.81,78.75,11.51,26.15,70.99,11.57,12.85,95.52,11.58,11.11,102.8,11.58,15.21,120.3,0.2203,19.29,85.99,-654.94,29.65,117.61,-193.939,10.67,102.94,0.054,11.86,111.07,0.076,24.12,122.89,0.061,11.51,69.87,0.143,17.87,118.84,0.061,29.56,86.3,0.477,12.24,138.97,0.225,17.78,101.25,0.442,18.16,145.16,0.202,18.92,123.06,0.274,19.52,76.89,23.19,14.37,121.27,23.22,29,108.76,23.36,21.17,99.29,23.19,29,22.48
OK,27.24,88,56.48,19.28,85.43,11.49,12.49,84.16,11.5,20.98,111.85,11.57,29.84,100.37,11.65,15.39,119.04,11.58,13.99,66.96,0.2206,29.04,88.61,-731.85,20.68,87.97,-196.971,17.59,99,0.064,19.31,83.28,0.066,22.45,91.4,0.061,25.47,79.83,0.113,19,79.47,0.059,23.07,88.06,0.561,16.47,96.38,0.254,10.42,99.55,0.398,23.3,64.21,0.202,23.55,91.95,0.274,26.77,92.06,23.16,24.52,96.59,23.23,27.62,74.41,23.36,28.71,142.32,23.21,28.75,22.49
OK,20.88,85.65,56.6,10.87,115.34,11.49,26.85,103.46,11.46,19.42,49.68,11.59,12.9,68.72,11.58,12.87,89.28,11.57,27.33,100.75,0.2205,16.21,89.27,-898.49,17.34,92.4,-166.034,26.45,74.6,0.064,25.64,130.11,0.066,26.65,81.69,0.064,29.99,97.65,0.14,22.17,81.06,0.064,27.64,71.26,0.539,18.58,79.66,0.207,13.08,100.99,0.276,15.11,74.36,0.2,24.58,94.47,0.232,15.52,104.9,23.15,19.39,99.52,23.23,11.53,76.47,23.35,24.89,113.27,23.18,23.82,22.45
OK,13.07,78.1,57.56,15.29,105.5,11.46,21.41,89.44,11.51,20.48,110.3,11.59,18.85,108.96,11.59,18.94,99.58,11.59,16.19,104.53,0.2201,21.6,57.63,-1096.86,25.87,129.94,-146.25,13.13,81.76,0.076,29.65,73,0.079,11.38,120.59,0.046,16.68,118.6,0.116,14.71,97.82,0.076,22.84,74.97,0.543,15.95,115.7,0.153,10.81,103.01,0.504,24.43,139.46,0.239,24.53,60.34,0.267,12.17,127.06,23.17,18.87,74.27,23.24,26.75,95.04,23.35,25.11,116.67,23.21,18.8,22.46
OK,22.42,103.77,56.38,23.03,99.95,11.47,16.25,101.68,11.48,29.45,93.22,11.59,29.2,119.58,11.59,12.62,106.73,11.59,13.57,111.59,0.2206,22.96,96.72,-1018.73,25.97,90.95,-88.234,22.4,110.13,0.061,26.62,90.92,0.074,29.75,93.52,0.091,14.16,77.41,0.106,28.72,92.92,0.049,20.58,104.94,0.556,13.9,81.43,0.185,27.72,83.68,0.447,27.05,138.47,0.252,11.92,95.08,0.267,27.29,86.68,23.17,15.9,92.93,23.24,17.86,109.82,23.33,21.27,97.06,23.17,22.13,22.46
OK,15.75,112.51,56.5,22.43,57.55,11.46,12.95,116.76,11.48,23.69,114.41,11.57,13.29,127.81,11.61,22.14,86.3,11.63,17.16,131.13,0.2207,22.14,101.88,-661.66,22.8,91.52,-189.982,27.94,136.45,0.064,21.36,115.52,0.061,24.55,97.3,0.044,21.51,79.55,0.113,22.11,120.37,0.074,19.4,106.12,0.553,12.45,64.59,0.205,29.51,91.04,0.38,11.81,102.7,0.207,29.91,127.5,0.244,17.9,67.6,23.19,10.72,126.19,23.23,25.28,118.92,23.35,24.26,84.26,23.18,18.35,22.47
OK,13.76,95.94,56.16,19.95,108.23,11.43,24.03,102.93,11.5,26.04,108.52,11.59,18.1,107.14,11.61,11.44,119.41,11.61,14.26,70.11,0.2205,15,93.26,-690.34,10.97,99.24,-176.724,15.21,127.78,0.056,12.95,89.88,0.071,27.78,79.69,0.069,22.5,108.9,0.123,14.96,61.76,0.076,28.12,61.5,0.556,27.66,153.4,0.217,24.41,106.44,0.501,21.08,84.48,0.173,13.95,89.74,0.247,19.32,47.32,23.16,16.22,91.26,23.22,20.55,89.5,23.34,21.03,76.18,23.21,26.51,22.49
OK,13.28,72.94,57.58,22.38,79.69,11.46,28.72,76.94,11.5,19.19,78.63,11.61,24.51,146.77,11.59,14.91,79.65,11.57,27.56,108.17,0.2201,26.91,132.25,-795.94,19.57,89.06,-144.915,20.43,96.83,0.061,13.41,132.7,0.071,23.27,85.22,0.093,17.57,120.33,0.145,14.79,128.58,0.066,27.83,91.72,0.553,25.4,78.55,0.227,11.97,84.77,0.442,25.9,106.34,0.22,13.18,125.37,0.274,16.99,96.18,23.18,18.64,85.39,23.22,28.07,106.85,23.35,11.07,85.22,23.19,27.96,22.46
OK,25.45,79.13,57.66,24.19,107.37,11.48,29.16,107.33,11.48,10.81,75.3,11.64,11.08,74.38,11.57,14.9,134.72,11.59,26.98,98.13,0.2206,12.72,104.5,-625.64,16.51,97.72,-152.88,16.9,80.67,0.056,28.74,135.28,0.056,13.31,128.31,0.046,16.67,90.51,0.121,24.75,105.65,0.051,12.76,146.99,0.454,13.76,119.84,0.205,28.96,92.37,0.479,28.07,91.74,0.202,15.26,127.07,0.239,25.97,81.96,23.19,17.85,96.76,23.25,20.4,81.9,23.32,14.59,94.57,23.2,15.2,22.47
OK,11.63,90.84,57.15,21.06,84.72,11.46,17.35,100.13,11.5,14.49,115.17,11.58,18.78,113.96,11.59,25.01,130.9,11.61,18.91,121.13,0.2206,21.93,78.58,-623.2,16.96,111.22,-59.044,16.55,122.05,0.061,26.68,80.2,0.071,18.42,84.59,0.086,19.24,124.21,0.128,23.9,90.15,0.061,26.47,95.27,0.541,20.38,90.57,0.217,12.55,65.73,0.548,17.44,76.09,0.195,24.86,108.22,0.257,10.32,115.3,23.16,20,92.19,23.21,25.38,132.16,23.33,12.33,111.76,23.16,27.35,22.46
OK,19.87,79.75,57.35,13.49,89.83,11.48,20.97,126.46,11.48,15.94,81.88,11.61,22.59,99.08,11.61,26.35,93.08,11.58,11.56,93.76,0.2204,21.63,137.99,-712.32,19.7,98.73,-175.336,26.63,110.95,0.049,21.44,100.29,0.061,26.65,89.65,0.089,11.86,58.3,0.128,18.84,107.63,0.054,11.69,98,0.496,15.39,111.21,0.19,22.39,121.4,0.343,24.96,134.85,0.202,26.87,84.17,0.259,26.41,108.65,23.19,20.74,111.17,23.21,28.33,98.93,23.34,25.42,82.63,23.17,12.36,22.49
OK,25.31,119.98,56.28,28.18,145.12,11.46,22.59,103.56,11.5,12.38,94.81,11.59,13.78,159.97,11.57,10.34,83.12,11.61,12.62,82.34,0.2201,11.77,109.17,-704.99,19.76,82.53,-109.455,28.48,124.52,0.051,24.86,127.61,0.069,20.14,116.22,0.089,24.71,85.75,0.14,27.04,82.87,0.074,23.07,114.62,0.571,17.63,127.31,0.207,25.39,107.2,0.45,11.71,103.08,0.205,28.04,92.6,0.252,15.35,105.54,23.16,26.33,80.52,23.22,18.74,69.79,23.29,26.01,81.16,23.18,23.14,22.5
OK,25.41,109.29,63.47,14.36,108.73,11.48,18.01,104.7,11.48,29.27,104.8,11.59,24.52,102.02,11.59,29.26,83.33,11.59,17.47,96.82,0.2203,15.75,105.39,-753.83,12.18,106.96,-143.886,23.85,103.01,0.051,27.81,118.81,0.064,11.1,103.67,0.051,10.22,91.36,0.101,11.18,97.04,0.059,20.99,109.68,0.536,21.8,101.84,0.178,16.75,110.44,0.477,24.81,114.76,0.197,15.74,94.65,0.291,20.9,129.99,23.17,16.82,102.04,23.24,21.06,101.14,23.31,24.29,95.13,23.17,29.02,22.46
OK,16.47,135.45,56.11,13.8,116.96,11.46,25.33,84.43,11.5,15.53,93.35,11.58,18.11,127.66,11.59,15.68,82.48,11.59,11.63,96.59,0.2209,15.48,113.84,-636.63,27.68,103.95,-166.651,21.08,103.98,0.056,23.58,137.03,0.061,27.83,92.37,0.108,11.79,68.76,0.126,18.96,122.32,0.042,12.4,104.5,0.529,22.33,79.98,0.153,21.67,125.52,0.333,10.07,86.46,0.19,28.64,111.96,0.237,18.9,113.89,23.15,19.01,91.25,23.22,23.9,128.35,23.32,29.1,72.57,23.17,26.09,22.47
OK,22.39,87.37,57.05,19.67,117.92,11.46,17.32,128.13,11.48,16.25,135.05,11.59,20.74,85.99,11.57,18.54,114.33,11.58,18.32,126.44,0.22,20.56,123.19,-570.71,11.61,112.94,-139.466,27.47,110.06,0.076,26.79,97.81,0.061,23.46,119.81,0.079,27.72,82.68,0.133,19.94,80.64,0.071,16.65,93.47,0.561,19.4,129.05,0.197,27.16,93.51,0.44,24.86,126.94,0.18,18.45,112.77,0.269,13.98,82.56,23.19,25.56,93.23,23.19,12.65,101.93,23.32,17.9,96.12,23.17,28.99,22.43
NG,25.11,120.06,57.5,11.96,116.33,11.46,10.53,130.74,11.48,18.12,106.31,11.58,21.63,120.87,11.58,17.48,79.98,11.59,17.46,104.95,0.2204,26.99,133.26,-591.46,12.3,106.56,-101.338,16.29,66.39,0.061,23.84,62.26,0.079,24.62,72.44,0.064,21.93,97.24,0.103,14.67,144.25,0.074,15.49,134.33,0.615,26.85,120.46,0.227,25.19,72.16,0.432,19.85,106.6,0.19,26.39,111.42,0.306,21.1,95.66,23.18,19.12,80.53,23.21,17.13,132.27,23.36,29.42,77.46,23.14,29.16,22.48
OK,19.69,84.78,56.36,19.13,119.42,11.49,21.55,85.63,11.51,15.1,100.31,11.58,24.66,83.18,11.57,17.28,112.92,11.57,23.77,75.09,0.2205,27.68,102.16,-512.72,17.37,101.84,-150.567,22.36,111.79,0.046,16.7,88.02,0.074,26.96,120.09,0.061,23.98,130.15,0.128,26.59,131.9,0.056,22.33,107.43,0.546,26.67,107.98,0.207,21.98,105.76,0.43,28.89,94.88,0.18,19.78,108.12,0.276,12.07,118.03,23.19,22.36,107.39,23.25,20.04,115.81,23.34,13.22,111.71,23.16,27.79,22.46
OK,15.99,109.35,56.09,12.86,65.27,11.49,28.36,91.55,11.52,19.86,129.89,11.58,29.67,84.64,11.55,22.71,108.87,11.59,20.77,73.6,0.22,24.33,87.52,-490.14,20.35,93.61,-101.904,13.09,79.69,0.061,27.18,72.75,0.074,17.04,113.38,0.091,26.59,124.88,0.116,27.1,128.84,0.056,22.57,124.45,0.598,26.47,103.46,0.202,11.07,133.82,0.42,17.98,71.47,0.192,19.97,105.75,0.259,15.58,103.52,23.17,17.57,94.87,23.21,22.73,109.37,23.34,26.93,110.48,23.17,10.19,22.45
OK,23.3,93.59,57.16,16.8,102.42,11.48,12.24,54.91,11.5,19.77,110.26,11.57,17.7,127.49,11.61,13.25,110.03,11.61,21.84,75.29,0.2201,14.44,97.03,-733.68,28.81,105.3,-202.315,10.46,95.23,0.051,28.26,108.61,0.066,13.97,93.54,0.059,22.84,99.24,0.108,11.36,129.04,0.059,16.5,85.84,0.553,28.77,81.05,0.2,17.29,112.39,0.474,10.11,93.79,0.229,10.69,115.67,0.254,25.58,110.86,23.16,27.97,73.62,23.18,16.36,121.61,23.31,18.94,124.32,23.15,13.56,22.43
OK,20.19,145.25,57.07,16.36,84.2,11.46,18.3,117.66,11.48,22,112.61,11.59,19.37,118.68,11.58,10.13,117.82,11.55,24.78,100.8,0.2202,26.25,152.54,-936.94,13.5,74.7,-147.843,26.83,91.24,0.051,19.77,65.49,0.079,14.52,122.27,0.106,28.92,122.2,0.121,13.25,142.52,0.064,12.09,90.15,0.519,14.76,85.42,0.215,23.36,132.75,0.469,20.51,114.7,0.168,13.98,112.62,0.284,28.12,88.47,23.16,16.78,76.38,23.23,17.81,96.55,23.31,20.08,137.48,23.17,16.14,22.43
NG,25.01,88.84,57.06,27.95,89.75,11.49,27.38,47.78,11.5,17.57,79.96,11.61,11.72,118.56,11.58,27.95,93.71,11.61,11.74,117.54,0.2202,18.11,110.17,-730.02,25.71,111.45,-127.032,23.89,111.25,0.049,21.1,110.65,0.071,24.72,101.11,0.066,28.59,123.21,0.126,23.7,95.03,0.064,12.19,94.25,0.499,24.9,99.5,0.22,10.87,102.52,0.403,16.38,131.83,0.17,18.61,112.28,0.269,20.66,92.43,23.16,22.9,87.58,23.21,10.85,109.67,23.31,18.31,90.62,23.14,13.94,22.46
OK,10.61,119.91,57.12,20.73,137.29,11.46,12.68,101.97,11.46,25.12,131.08,11.59,18.92,125.38,11.59,19.64,107.82,11.57,10.03,118.23,0.2204,11.63,90.31,-766.64,14.78,106.17,-142.395,20.84,119.28,0.064,12.31,124.56,0.069,16.45,111.41,0.086,14.08,98.17,0.148,13.87,97.97,0.093,14.96,82.98,0.529,28.29,110.54,0.182,28.07,109.58,0.548,11.72,95.17,0.2,10.73,113.24,0.244,28.31,118.92,23.16,27.68,101.9,23.17,22.9,132.62,23.3,21.73,83.2,23.13,13.63,22.46
NG,29.4,113.41,64.66,26.41,85.24,11.48,17.39,109.19,11.52,19.2,69.77,11.58,21.53,121.82,11.61,18.23,105.74,11.59,24.35,114.67,0.2207,19.87,62.13,-852.71,21.72,88.26,-150.926,23.26,97.06,0.066,25.51,102.93,0.059,22.37,122.18,0.056,15.27,70.14,0.123,25.71,77.26,0.061,16.16,106.22,0.613,25.1,115.33,0.17,13.25,100.66,0.41,19.73,104.96,0.237,28.38,99.7,0.215,15.99,121.43,23.14,27.48,92.4,23.24,27.86,100.57,23.31,12.74,114.62,23.16,16.57,22.45
OK,19.87,95.55,57.04,17.2,128.91,11.48,10.5,116.11,11.46,25.5,109.32,11.61,14.07,106.76,11.57,22.89,97.89,11.6,29.01,107.94,0.2206,15.62,114.28,-932.06,12.97,95.6,-114.699,19.65,107.29,0.074,24.53,82.15,0.064,11.4,128.02,0.049,17.46,84.09,0.133,11.2,72.84,0.084,23.84,117.32,0.65,24.3,100.7,0.155,22.27,69.47,0.571,16.22,87.59,0.217,23.14,91.96,0.229,27.05,98.27,23.16,21.95,95.54,23.24,26.98,83.95,23.32,20.93,92.46,23.14,29.89,22.45
OK,18.9,107.09,57.59,25.59,89.46,11.46,15.03,114.93,11.5,25.43,105.34,11.58,13.94,102.65,11.61,28.44,97.1,11.58,24.27,85.57,0.2207,25.62,107.66,-607.94,16.94,118.79,-174.873,14.03,106.59,0.056,14.05,93.56,0.071,13.62,110.28,0.051,10.26,98.56,0.148,18.15,113.53,0.049,23.79,106.6,0.454,29.89,92.57,0.242,29.17,104.27,0.445,28.79,113.96,0.254,18.74,89.56,0.242,29.19,80.68,23.18,11.32,106.49,23.21,20.58,112.15,23.31,15.35,101.29,23.16,10.16,22.43
OK,18.3,85.81,56.39,29.01,92.22,11.46,26.44,93.24,11.5,28.04,110.04,11.57,18.11,131.27,11.59,22.65,68.27,11.58,14.37,69.75,0.2207,17.22,108.6,-926.57,20.64,102.9,-117.525,21.33,136.38,0.064,22.64,86.9,0.066,22.44,114.72,0.044,17.15,92.02,0.126,29.64,103.2,0.089,13.86,116.7,0.563,20.66,122.44,0.163,21.55,92.62,0.405,28.67,93.04,0.187,16.49,93.91,0.229,25.97,76.83,23.16,13.85,115.55,23.23,12.16,96.25,23.3,10.25,100.51,23.17,20.68,22.47
NG,29.79,66,56.1,15.12,96.15,11.46,19.77,99.27,11.5,17.12,109.5,11.61,11.01,98.53,11.63,14.99,99.7,11.61,21.57,117.52,0.2203,19.89,119.03,-509.67,28.31,115.41,-167.731,14.14,124.19,0.056,14.43,119.8,0.071,20.67,112.94,0.056,19.99,83.57,0.143,25.78,105.03,0.071,29.61,101.05,0.571,21.53,111.18,0.17,16.57,70.46,0.435,22.48,107.71,0.212,26.4,90.78,0.279,26,62.65,23.18,19.32,103.35,23.22,17.68,130.77,23.33,16.98,91.54,23.14,13.42,22.46
OK,16.51,114.07,56.61,23.42,132.37,11.47,10.76,97.72,11.5,29.29,83.95,11.59,20.16,50.59,11.58,17.99,75.02,11.63,22.6,124.41,0.2207,13.21,99.74,-1018.12,23.02,95.09,-131.862,28.33,76.13,0.051,28.69,106.93,0.071,17.9,99.84,0.069,12.88,125.59,0.116,24.67,93.42,0.074,24.71,108.69,0.479,23.96,98.96,0.163,10.56,97.45,0.403,17.34,54.92,0.192,28.19,72.23,0.242,26.59,96.89,23.18,27.34,129.76,23.2,12.28,124.45,23.31,24.24,119.73,23.15,16.65,22.45
OK,23.96,131.9,57.05,27.55,97.85,11.55,21.81,54.29,11.48,14.57,93.22,11.58,14.35,124.62,11.61,22.53,99.84,11.59,10.7,104.06,0.2201,23.59,131.48,-1242.14,10.43,76.68,-172.612,18.74,105.31,0.056,20.15,97.52,0.069,21.73,111.32,0.069,13.3,129.28,0.113,10.59,126.86,0.069,18.51,93.48,0.492,28.09,113.38,0.247,26.33,103.44,0.407,25.97,110.19,0.187,18.14,105.2,0.254,29.4,107.18,23.16,14.69,105.24,23.21,21.44,100.55,23.32,28.48,76.16,23.14,17.59,22.44
NG,26.62,109.3,117.29,29.74,105.95,11.5,23.5,88.6,11.48,20,61.07,11.57,26.91,117.4,11.59,11.83,96.93,11.61,15.98,70.15,0.2207,14.48,111.44,-811.81,23.62,110.83,-179.601,10.01,86.39,0.056,16.13,129.79,0.064,11.54,85.12,0.059,15.42,103.24,0.069,17.49,148.26,0.066,22.35,125.19,0.286,16.28,95.61,0.262,16.19,110.79,0.271,16.88,107.76,0.195,28.51,130.24,0.286,21.99,87.14,23.12,18.26,124.43,23.23,18.82,116.39,23.3,23.05,95.01,23.15,23.51,22.49
OK,25.55,97.84,56.24,25.03,69.44,11.43,23.74,86.24,11.5,10.53,105.99,11.57,18.14,108.91,11.57,26.69,107.15,11.63,15.71,101.51,0.2201,12.75,90.14,-628.09,11.91,85.19,-179.704,26.01,118.82,0.064,25.79,110.95,0.061,19.41,88.49,0.076,14.31,103.56,0.155,15.7,43.14,0.054,12.38,96.21,0.578,21.13,77.76,0.195,11.76,120.31,0.427,23.61,121.34,0.242,16.82,84.17,0.254,12.14,74.93,23.16,16.74,96.8,23.22,26.42,133.78,23.32,12.28,110.99,23.2,20.61,22.47
OK,13.97,71.63,57.11,25.58,120.71,11.47,19.78,102.21,11.48,29.44,98.44,11.61,16.09,83.21,11.57,17.69,106.84,11.61,28.13,67.42,0.2202,17.97,141.36,-1042.54,18.48,97.65,-170.197,11.84,85.97,0.059,27.71,126.4,0.074,10.9,103.07,0.071,13.43,147.45,0.118,21.7,104.95,0.081,23.54,57.87,0.524,16.15,111.41,0.195,23.52,86.95,0.454,25.51,93.46,0.19,21.19,111.9,0.267,10.19,130.84,23.16,24.63,112.73,23.24,28.9,91.41,23.31,23.27,98.69,23.17,18.25,22.47
OK,21.39,114.6,57.64,12.11,96.41,11.48,13,82.02,11.48,23.34,94.2,11.59,21.82,100.66,11.57,27.99,105.02,11.61,20,115.41,0.2206,10.93,97.61,-753.83,18.9,71.36,-182.737,12.44,101.89,0.056,22.51,132.89,0.069,20.2,99.56,0.089,23.73,39.55,0.121,22.46,74.8,0.054,18.69,71.04,0.546,16.8,76.19,0.182,22.08,91.1,0.442,11.1,114.44,0.192,28.01,117.52,0.242,19.94,74,23.17,16.11,97.57,23.21,14.91,99.91,23.31,10.67,117.3,23.2,24.91,22.5
OK,18.38,128.48,56.36,18.71,103.04,11.5,28.12,103.66,11.5,28.81,84.3,11.59,14.67,109.31,11.57,14.57,100.42,11.61,26.09,77.92,0.2205,10.42,48.41,-1032.77,27.9,88.76,-147.177,10.74,90.85,0.064,16.02,101.98,0.079,22.87,84.05,0.069,12.09,114.43,0.111,15.93,121.3,0.064,29.73,88.19,0.467,20.7,120.01,0.195,23.1,123.79,0.467,10.07,85.37,0.197,26.18,96.18,0.306,20.15,109.69,23.16,13.05,92.66,23.21,18.04,113.98,23.31,27.88,102.78,23.19,10.99,22.47
